video,frame_count,width,height,question,answer,qid,type,a0,a1,a2,a3,a4
6918689312,960,640,360,why does the man talking keep pointing at the equipment near him,0,5,CW,talking to certain parts of equipment,directing people to swim towards the direction,avoid attracting attention to himself,allow people to wander around,for fun
7181477329,1080,640,360,why does the singer move his head vigorously before the lighting changes to dark yellow,4,2,CW,magic show,refuse to perform,hand gesture,control the light,engrossed into music
4444271481,2158,640,480,why was the man ontop on the waterfall holding the rope and looking down at the middle of the video,4,3,CW,for stability,canoe trip,wash horse s body,let person in yellow helmit go down,climbing up
2513208116,2697,640,480,why did the different men play golf after the first man in blue finished,1,1,CW,cut the shoe,take turns to play,to celebrate win,try to stand up,practice motion
4889389323,1118,640,362,why did the girl bend down after walking out of a house for a few steps,2,6,CW,play together,she is very careful,tie shoelace,wanted to be carried,to hold baby s hand
6461150811,1071,640,360,why are the ladies dressed in thick makeups,2,5,CW,formal event,accompanying man in suit,do photoshoot,performing on stage,fashion show
3754789709,398,320,240,why did the lady in front stop and look far to her left in the middle of the hike,3,3,CW,feed baby,being recorded,video,rest,her partner talks to her
5250826364,551,640,1138,why was the smaller girl on the floor at the end of the video,0,5,CW,she fell,to balance the cycle,carry girl,looking at something,play with mud
12760412393,1510,640,1138,why did the boy wearing black shirt place the mickey mouse on the chair,0,0,CW,to be audience,wanted to jump into foam,eyes itchy,becasue it helps to mould,playing piano
3277823769,2250,640,480,why are there many different toys all inside the cot,1,0,CW,it is a classroom,for baby to play,gifts,for dogs to play,attract the dog
4272752509,737,352,288,why did the baby walk towards the adult after standing up from touching his knees,3,2,CW,to give the phone,have a rest,take the fruit,give hi-five,trying to balance to stand up
3512034337,721,640,480,why is the driver wearing a cap,0,1,CW,it s sunny,skating,riding jeep,protect from sun,climbing rocky mountains
5244251013,1619,640,480,why does the man in grey looks at the man in striped speaking the whole time,2,6,CW,looking at food,introducing the activity line up,explaining something,scared of him,having an interview
3932783395,510,640,480,why did the dog closed its eyes for a while while it is being pat,3,10,CW,observe the dog s behavior change,play together,engrossed into music,enjoy the feeling,to rest
8133363704,1365,640,1138,why is the man in black following the plastic ball when it is moving around,1,3,CW,grip better,supervise it,give him more balls to throw,observing the reaction,gesturing
5255136217,1350,640,480,why did the singer spread the legs far apart in the climax of the performance,2,3,CW,stretching exercise,follow audience,dramatic effect,join other members,done with their turn
3347531832,863,640,480,why does the man standing draw on the plastic above his artwork,3,3,CW,observing a cartoon,observe balding man,practice,get pigment,watching the man write calligraphy
4028034957,512,640,480,why does the baby raise his left arm in the middle of the video,0,3,CW,touch toy,support him sit,use the tool on the tyre,scratch his face,want to touch toy dog
3534805493,900,640,480,why does the boy rotate the sticks in his hand in between,4,3,CW,playing with it,pedalling bicycle,to put it somewhere,push out water from the toy,nervous
6401260917,1366,640,480,why did the baby put his hand on his face at the end of the video,4,4,CW,lost balance,touch the camera,stop baby from going too deep,support baby,disturbed
13416071294,431,640,480,why does the girl in black pulls her leg up near the end,3,4,CW,pose for photo,playing with the flower,scrapping the lady s feet,trying out new dance move,help girl stir
3143247956,1658,320,240,why does the man in red move to the right side of the table before starting the game,4,8,CW,pick up the boy in green,prepare food,grab a plate,look at something,to hit the ball
2520519565,899,176,144,why are the men wearing red life jacketsp,4,0,CW,sunny,dancing to music,road repairing,watch the chef,on ship
8069014507,1200,640,360,why did the men poke swords at each other,2,1,CW,performance,show where to hit,fencing,part of outfit,individual assigned parts
6429422487,662,640,360,why is the man in black staring intently in front of him,4,2,CW,talking to audience,protect his hands,watching boy play,playing with dogs,focusing on computer
11505582875,1260,640,360,why do the men wave their hands vigorously,1,3,CW,strumming guitar,passionately acting,he is dancing,engrossed in dance,performing
5534387302,794,640,360,why did the men stopped running at the lines,3,7,CW,reach for camera,the whistle dropped,to go down the slope,starting ending point,to show the scenery
4772810451,889,640,360,why was the white dog running near the end,4,7,CW,to get the green toy,balance dog,it is being chased,chasing it,running towards the camera man
2503862291,851,640,480,why did the baby move his head round and round after he turn the book over,3,5,CW,arrange two pillows close together,look at the dog,get up,excited,wants to get up
3899705145,675,640,480,why did the man in black fell down to the ground as the others approach him,1,0,CW,being dramatic,roll down the hill,explain something,shoot professionally,fell off from the swing
7533538186,1335,640,360,why did the man pointed to the toilet bowl at the beginning of the video,4,8,CW,move candles closer to girl,show the spray to someone,finish drinking,pick up the toy,give it attention
6233051017,760,640,480,why is man in white itching and rubbing his neck,1,1,CW,there's an insect,sunny weather,his neck is wer,adjusting his necklace,posing
3286387512,425,320,240,why is the man hovering his left arm before the end of the video,2,2,CW,distracted,to rest,checking,he is happy,change something on screen
2410320893,1047,640,480,why did the boys in black and grey keep running in and out of the room,2,7,CW,playing with the woman,practicing boxing,for fun,find other toys,go somewhere
4341718462,1183,320,240,why did the ball get lost after the middle,1,8,CW,towards the lady,man lost control over ball,move ball,for him to hit,ensure ball is on the put
9494885165,765,640,362,why is the bald man squinting his eyes while taking the photo,2,2,CW,take something,look further away,sunshine,vlogging,checking his phone
11784274676,347,640,360,why is the man on the left stretch out his hands,1,1,CW,let baby get off,show something on his hands,sitting comfortably,put tray of cookies inside,balance better
6406759411,431,568,320,why does the man sitting on the left move a bit after the cat jumps inside the bag,1,3,CW,showing affection,shocked,he was nudged to move forward,want to climb on tree and play,play with ball
6217540914,1215,640,360,why are the dogs hopping around the field,0,0,CW,playing,go over the fence,playing with man,relaxing,like the indoors environment
5318165684,588,640,480,why is there a man in black staring at the two people in the snow at a distance,3,0,CW,think they are strange,suspect they are dangerous,scared to knock onto them,watch them dancing,find them familiar
5541230874,1459,640,480,why does the girl in the checked shirt look around her after putting the toy bottle down,3,8,CW,to drink water,to eat,open present,finding something,call for help
8395915736,2460,640,360,why did the nurse hold onto the baby s hands while cleaning his back,2,1,CW,put on oxygen mask,prevent getting wet,make body move to face baby s back,dry his hands,pat baby to sit back up
2408552613,2697,500,333,why do the people paint outdoors,3,0,CW,discussing,keep warm,watching the man play,good weather,visitors
4553964463,608,640,480,why does the man sing with a lot of hand gestures,1,0,CW,performing,to show his passion,camera,feel the music,check the lyrics
7792142790,2101,640,360,why does the girl in pink jump onto the lower platform after jumping on the higher wooden platform,3,2,CW,copying the man,encourage the boy to jump,excited,to go to the person recording,overjoyed
4904173487,1801,640,480,why did the man in brown turn his hand round and round when playing with the dog,2,0,CW,shower it,relaxed,train dog,black dog barked at it,man touches it
9118211860,1477,640,1138,why did the man in the foreground look up after screwing for a long time,4,1,CW,does not catch the ball,record his reflection,communicate,smile at each other,check his surroundings
8997865396,2328,640,480,why does the man decide to tickle the cat s face near the end of the video,1,3,CW,cat s face dirty,cat not responding,finished playing till that page,placed by the other boy,to talk to camera
4699202703,1152,640,424,why does the boy look down at the end,2,8,CW,check the video,put camera on floor,meddle with camera,take picture of dog,upset
4523714689,1123,360,480,why does the lady turn her head to the kitchen door a few times,4,6,CW,he wants a tissue,clean up what she dropped,ask the dog to come in,time to eat food,playing with the baby
3419165274,602,320,240,why is there a plant near the woman,1,7,CW,part of ceremony,part of home decoration,talk to girl at same height,looking at phone,tries to sing
4750512166,1620,640,360,why did the cat next to the broom licked its paw at the beginning of the video,2,0,CW,slipped,cleaning the toilet bowl,cleaning itself,finding an insect,cat was nudged to move forward
9175190419,1767,640,360,why did the girl empty the bucket after filling it,4,1,CW,finished eating,to drink water,drink water,check where to put,to start over again
5193310883,1774,480,640,why do the children use their hands to climb the stairs,0,0,CW,go up easier,touch the man s face,gesturing,not able to sit properly,to balance
12422945153,622,568,320,why does the baby in grey open his mouth after rocking up and down the chair,0,3,CW,laugh,bored,enjoy being rubbed,eat the food,lost balance
3002011719,2115,640,480,why is there smoke coming out of the train,0,3,CW,engine hot from usage,high level stunt for dogs,talking to someone outside,curious,not in use
3978979739,2158,640,480,why are the children also holding onto the cones and running,4,6,CW,happy,want to take the balloon,suggest the dog to jump,overcome obstacles,follow the adults
4820521883,540,640,360,why does the boy reach out for the ball,3,4,CW,for him to hit,aiming,perform a stunt,to play with it,playing with microphone
9020947679,4172,640,360,why is the lady in red observing the boys as they perform,2,1,CW,their parents,trying engage girl,she is the teacher,engrossed in performance,space there for him to stand
6260112305,2160,640,360,why is the man standing closely near the lady near the beginning,4,1,CW,listening,speaking to an audience,playing game,working with her in the skit,talk about their story
3419165274,602,320,240,why does the woman wear a scarf indoors,0,2,CW,cold,its sunny,protect her eyes from sun,to look pretty,props
2522098040,720,640,480,why is the pacifier in the baby s mouth throughout the video,2,0,CW,clean mouth,boy throw sand,to keep him quiet,spitting,to pick up bag
3579366352,2362,640,360,why is the man and lady touching each other intimately,0,0,CW,dancing,armwestling,demonstrating something,performance,formal marriage party
6688013577,405,640,360,why is the man in black wearing goggles,2,8,CW,sunny,practising fight,protect eyes from water,assist the chef,surfing on water
3818552237,2697,640,480,why did the man in blue jeans move and pick up the food on the floor,0,5,CW,return it to the baby,angry,lost balance,to take a closer look,finished swimming
5728648619,2647,640,360,why does a person take out his camera in between,1,3,CW,to film footages outdoors,record for memory,guide,making a speech,person s finger
11392155534,2727,640,1138,why did the baby sit down when she put the toy on the ground,3,0,CW,fall,no longer interested,support,to make toy work,play with baby
12244908555,999,640,360,why did the man in blue at the right side walk aside near the middle,3,3,CW,playing game,scared of exploding rocket,lady told him to,make space for boy in yellow,watching the dogs
9580587612,1167,640,360,why is the woman using the stick to hit the pinata,3,11,CW,play with dog,the drink is inside,playing with the dog,play wih baby,lost balance
9180972556,480,640,480,why does the baby put his hands at his eyes,4,6,CW,looking at the tablet,looking in the camera,prevent him from moving around,playing with the baby,rub his eyes
2513630909,1457,500,375,why did the golden dog stopped for a brief moment after running to the side of the table,3,2,CW,put it on the table,table was blocking them,wanted to hide,wait for black dog attention,go back to rest
7769546330,2160,604,1072,why does the baby go towards the door at the start,3,4,CW,play with dog,to push door back,playing with the cart,to look inside,playing
2410572701,1024,320,240,why did the man in black reach out his hands at the start,4,0,CW,practice boxing,gain balance,witness for the oath,taking photos,indicate where to do stunt
11574237096,1080,640,360,why is the woman running ahead of the dog and signalling,1,4,CW,dog very strong,give direction,looking at her,playing with water,to play with him
4196939189,1863,640,480,why did the girl in green slide across on the floor at the start,0,5,CW,get closer to baby,laughing,see where it had come,pat the baby,waiting for baby to slide down
5708341874,908,640,480,why did the boy step on the water dispenser,1,1,CW,to eat the ice cream,to play with it,avoid getting splash,drinking,to fill his pump with water
5875494562,995,640,480,why did the cat push the hands away,2,2,CW,scared of dog,camera go too near,uncomfortable,just woke up,adult pulled tail
3967296118,725,320,240,why does the kid blows up the candle on the cake,1,1,CW,the girl to blow,birthday s tradition,blow candle,celebrate,enjoying ice cream
6988184827,715,360,480,why did the toddler raise his spoon up at the start,3,1,CW,feed baby,take the food,feeding,to hit the bottle,cat wants to play with it
11276956514,1002,640,360,why did the man in yellow talk to the girl when he put his hand on her head,1,4,CW,someone took her food away,blessing her,talking to her,playing with her,ending off
6149946189,1450,640,360,why did the small girl point at the air around the middle of the video,4,11,CW,take the book,point at bird,point to paper aeroplane,show woman the apple,show the helicopter
4959773843,623,640,360,why did the black dog bend down near the end of the video,1,8,CW,take it to play,grab ball,put something on the floor,looking at man,trying to move it
2987675563,1212,640,426,why is the man in hat watching the man in spectacles,3,6,CW,writing something,looking at the man drawing,showing him the view,listen to him,acknowledging what lady said
4550392934,2224,640,360,why did the black bird try biting the brown bird,1,8,CW,see his next move,want it to leave,ball,black dog takes away its toy,got food from him
6227440287,2158,640,1138,why did the woman move away the toys in front of the boy before the boy started walking,0,5,CW,prevent the baby tripping,act that she hit him,cleaning the floor,to play with dog,following man's instructions
11868361543,318,640,360,why does the man have to constantly string the guitar,1,7,CW,read book,playing song,performance,listen to the guy playing ukulele,different roles
7445617208,2697,640,360,why does the lady playing the cello stand near a microphone,4,1,CW,to look for a ribbon,talking to man beside her,refer to music score,to give way to the waiter,louder voice
2403134475,683,640,480,why are there a group of people surrounding them when they are doing fist bump,4,1,CW,change his pose,taking photo,caused by the jetboat,feel the music,watching man and woman play
5558701375,2697,480,640,why is the lady in green following the girl as she walks,3,3,CW,road is uneven,want to carry her,her back hurt,for safety,want to sell something to girl
4881074976,336,640,480,why does the child look at his hands after touching the red objects,1,2,CW,trying to look for dirt,check something on his hand,looking at hand marks,cover the surface,want to eat hands
11671714015,2624,640,1138,why was the man in blue holding onto the rope in the second half of the video,1,8,CW,let go of the rocks,hold man in blue,to adjust the mic,holding onto the rope,playing with the man in purple
3527007046,1128,640,360,why is there a soprano saxophone next to the saxophone player,0,3,CW,saxophone player switching to it later,finish his part of performance,dancing and feeling the music,emotional,amplify his voice
13013989434,1421,640,360,why were the penguins just standing still at the end,1,9,CW,shake water off their heads,resting,show excitement,cat is scared,waiting for instructions
5596610883,2660,640,360,why are the man in white and lady looking at the box for a long time,4,0,CW,unsure what to do,to see its contents,watching the man,woman talking to him,reading the words
8634740778,774,640,480,why did the brown dog come back and nudge the white dog after some time,4,2,CW,chase the smaller dog,make space for the dog,want to drink water,catch the ball,play with it
8062483459,435,640,480,why is the man in blue holding a whip,3,1,CW,listening to him,looking at tablet,talking,cut the stick,playing
3418738633,719,160,120,why do the men in the kitchen speak to each other with so many hand gestures,4,2,CW,blow nose,show gesture,suggest taking the food away,explaining to the camera,emotional
3916729882,495,640,480,why did the dog lean towards the cat a few times in the video,4,8,CW,playing,to play,get its attention,chase the tail of the toy,sniff the cat
11585084764,1410,640,360,why is the lady standing in the middle of the practice field,0,5,CW,oversee,position for the game,playing it,waiting to start,posing for camera
8549638298,729,640,480,why is the person holding a blue string,1,1,CW,protect from sunlight,leash of dog,getting ready,protect her eyes,record video
9586602092,2089,640,480,why is the man in black moving his hands,3,1,CW,talking,travelling from one place to anotehr,avoiding the hot sun,gesturing to emphasize his point,calling for someone
3477693010,1519,640,480,why does the man hold on tightly to the baby,0,0,CW,stabilize him,the baby can not stand properly,soothing baby,wave the horse,to rock baby to sleep
8023214726,1350,640,480,why is there a glass of wine on the table in front of the lady pink,3,7,CW,put it close to baby,preparing food,birthday celebration,for the lady to drink,water plants
3272428851,2197,640,480,why do they keep laughing from time to time,3,5,CW,photo taken,show respect,saw the toy,having fun,lady tickles him
3208857440,1624,640,480,why did the man put the hamster into a pit,3,4,CW,bored,practicing crawling,stop the car,bury it,grab the carrot
4123326213,1545,640,480,why does the girl in pink fall to the ground after jumping,2,3,CW,avoid being kicked,playing the game,part of dance,following the game rule,surprise the kid
3757991702,683,640,480,why did the boy keep looking left and ride while sitting on the public transport chair,4,1,CW,playing,talking to man behind him,watch race,talking,observing
5435156153,2106,640,1138,why did the adult move his legs while the baby is pulling his shoelace,0,3,CW,stop baby,put it in front of baby,for fun,to nudge baby to continue walking,divert baby attention to dog
5110536234,1800,640,424,why is the man holding a bottle,4,5,CW,singing and dancing,enjoying at party,make baby happy,feel thirsty,feed baby
3603116341,1530,640,360,why are some elephants leaning on a tree,2,3,CW,group together,get together with the group,rest,camera taking photos,eat and drink
4015467653,1768,640,360,why did the lady put the phone on the boy s ear after she talks on the phone,3,3,CW,kick ball,play with it,let boy play,to make him talk on phone,filming boys
2399809077,2697,480,360,why did the girl stop at the side of the road near the start of the video,3,1,CW,pick something up,adjust the teddy bear,to push the car,avoid the incoming car,pose for camera
3619170801,1098,640,480,why did the boy constantly kick his feet from time to time,2,2,CW,make the other fall,place the giraffe on top,playing with woman,passionate,trying to get up
13559530235,1290,640,360,why did the woman moving her hands around the paint as she spoke to the boy,0,1,CW,show the item,to protect the baby,let the girl hold the baby,playing,see his reaction
2664151010,736,640,480,why did the kid with blue boxer follow the boy whiile sliding on water,1,1,CW,to slide down,imitate,take surfboard from the man,check where other kid is,dancing
3731899673,682,640,480,why are the lights on,0,7,CW,dark at night,camera taking photos,catch man in black,disco,provide cinematic effects
4981178326,300,640,480,why are the people dressed lightly in sports attire,1,3,CW,football player,hiking,rugby players,swimming,make money
6513201899,1265,640,1138,why is the baby looking at the lady in green,4,4,CW,because he is scolding her,she is hitting him,talking,sing,listening to her
13516495903,331,640,1138,why did the girl in pink open her mouth as she slides down,2,9,CW,gesturing,excited,to scream,hug the baby,reading book
6787210378,555,640,362,why did the lady in red clap and cheered after the child doing gymnastics landed on the floor,1,3,CW,playing with toy,happy for him,to go to the person recording,to make baby stand independently,lie on the ground
3334424180,473,640,480,why did the dog slide on the floor at the start,1,7,CW,waiting for toy,the person pushed it,let it walk,not experienced in crawling,boy is playing
5193310883,1774,480,640,why does the child in white find it more difficult to climb the stairs that the child in green,0,1,CW,shorter,candlelit dinner,not experienced in crawling,he can walk,still learning how to walk
13144870414,4084,640,480,why did the man point to the floor at the start of the video,4,9,CW,pick up the bicycle,grooving to the music,take off shoes,interested in balloon,tell baby to go there
5365441719,2239,640,480,why did another tigers suddenly jump out from the right at the end of video,2,3,CW,ready to play flying fox,take the camera,join the group,wants to wash himself,escape from other tiger
6416652333,312,640,360,why do the people wear thick clothings outdoors,3,0,CW,trekking,protection from insects,protect from snow,keep warm,keep cool
3410092329,704,640,480,why did the dog walk towards the human s leg,0,3,CW,try to climb on the lap,lift it stand up,domesticated,caressing for dog,jump and fight
12418127963,683,640,360,why did the blue boat disappear after moving downstream,2,1,CW,swimming pattern,rapids,capsized,gesture goodbye,to lie on tiger
5561006511,530,640,360,why are there so many toys in the sink,2,2,CW,washing,mother is angry and wants to throw,for baby to play,girl is playing,teacher teach students science
5019610072,2202,640,360,why is the clothes of the two boys wet,2,1,CW,raining,sprinkler,child play with water,water spill,swimming pool
6203691482,975,640,360,why did the boys with helmet gradually look up,4,2,CW,it s sunny,keeping balance,ride motorcycle,sleepy,moving closer to them
11276956514,1002,640,360,why does the girl sit on her knees initally,3,3,CW,playing the drum,unwrap the presents,to reach the table height,ceremonial pose,talking to kids
8315788918,1577,640,1138,why did the baby continue to jump on the trampoline when the man got off,4,1,CW,play with lady,playing with boys,lost his balance,he is frustrated,fun to play
8716087070,772,640,360,why are the people walking outdoors in the video,4,6,CW,look at the door,talking,sledding,follow bird,catch a plane
3876483801,330,640,480,why is the lady smiling in the water,2,0,CW,learn swimming,playing with dog,amused by little girl,finished her swimming,man pushes her
3787182851,840,640,480,why did a man in white put a tower on the seat behind the girl in white when she stood up,2,3,CW,speaking to audience,prevent the pram from hitting others,playing prank,copying his actions,hold baby
5671685771,2697,640,360,why is the man riding on the horse holding the rein,4,2,CW,leading horse to stable,helping child get on horse,chase fleas,for child to play,control horse
11003460806,1035,640,480,why did the man with black jacket stand on the chair behind the man in green,1,4,CW,it was bloodied,part of performance,protect from sun,control keyboard and mouse,bodyguard
4087815687,321,640,480,why does the woman clap at the start of the video,1,0,CW,to hold lady s hands,encourage the baby,playing with a toy,greeting,end of performance
5586292125,1556,640,362,why did the man in white jump up and threw his hands up in the sky,0,2,CW,express happiness over winning,excited and wants to throw again,throw his graduation hat,hug the woman,trying to be very active
3136054080,1200,640,480,why did the man not walk away,1,9,CW,play game,let the children run around him,talking to each other,going with rhythm,dancing with the baby
2774651526,752,500,375,why does the lady on red motorcycle turns back and waves her hands,4,2,CW,posing,encourage baby to come to her,serving customers,fetch the little girl,say hi and get recorded
4571602887,1128,640,480,why does the black dog walk away after picking up the toy with its mouth,2,3,CW,it was chased,point to something,prevent the other dog from robbing,play with it,curious
2508145361,615,640,480,why does the boy run towards the shore near the end of the video,3,1,CW,adjust his cap,take the camera,playing fetch,escape from the waves,want to keep the ball
4861891761,432,640,360,why did the man with the ponytail lean forward,4,0,CW,get close to the baby,filming,moving the baby forward,touch the dog,fix the thing
12298240015,1496,640,360,why did the boys start to jump on and off the floor in the middle of the video,0,2,CW,excited,to adjust posture,look at something,get better shot in camera,pick up the bicycle
4479407449,2082,640,428,why is the man with beard moving his hands as he is talking at the start of the video,1,0,CW,tell the lady something,engage audience,fix screen,keep as memory,record from closer angle
4165086042,2566,640,480,why did the boy in red run back to join the boy in black and the girl in blue,2,2,CW,to kick,follow the lady,saw leaves being blown up,wants to play,show baby
7342980768,1185,640,360,why are the fishes in a small pond,0,7,CW,domesticated,to prevent frogs from drowning,stay clean,stay asleep,aesthetics
7437836140,612,640,360,why is there a white line in the sky,0,5,CW,airline,sunny,light reflecting from lamps,assist the man in red landing,prevent the girl from approaching tv
5856823706,830,640,480,why is the lady sitting on the sofa,4,9,CW,playing with baby,eating food,for support,on video call,control a flying toy
3272342365,1350,640,480,why did the cat stretch itself at the door handle,3,2,CW,to catch the mouse,play fighting,drinking tap water,trying to reach the height,to open the door
6826504502,798,640,480,why does the man sitting on front seat puts his hands out of the moving car in the middle of the video,3,1,CW,closing door,to keep something in bag,driving the car,posing,ask man in white to check
3579392300,314,640,480,why did the man straighten his back at the end of the video,0,6,CW,talk to camera,done taking photos,explain something,game ended,dismayed that plane landed on roof
3855730364,459,640,480,why did one dolphin swim away when it see that 2 other dolphins are approaching at the beginning of the video,3,0,CW,sit in water,push himself forward,eat food,give space,directing boy
10602702615,987,640,360,why does the girl in pink jump up and down near the middle of the video,2,8,CW,pedalling,to get the mickey s attention,excited,pick something up,happy playing
4698087865,1340,320,240,why is the lady moving her right hand as she performs,1,9,CW,cover face,to create music from guitar,speaking in different direction,running on the spot,looking for something
3347998465,750,640,480,why did the girl in pink pushed the girl in white at the beginning of the video,0,8,CW,communicate,to push her,holding dog leash,pose for camera,soothe baby
4180731134,1033,320,240,why did the white dog ran towards the grass when the man swung his hand in the middle of the video,2,12,CW,ready to play flying fox,done with drill,follow the direction of man swinging,to catch it,playing with each other
2443708558,774,640,480,why are there people at the bottom of the stage,2,9,CW,put keyboard on stage,decoration,watching the performance,queueing,sunlight in the backside
5481226209,403,640,480,why is the man in yellow jacket wearing helmet and thick clothes,1,0,CW,filming,skiing,working at high place,playing rugby,guide the vehicle
5697824411,374,640,426,why did the guy in blue walk backwards with the weights on his shoulder,3,2,CW,prepare to perform for audience,keep a safe distance for others,look for audience,adjust to a right position,prevent him from falling
8782034526,1662,640,1138,why does the man gesture to the people,1,1,CW,fencing equipment,counting something,explaining using hand gestures,singing,attract attention
3911259514,2063,640,296,why is the person on the right turning the knob on the heat gun after heating the metal for a while,0,1,CW,to off the heat gun,adjusting the sound,girl switched it off,to convey cracking was perfect,to shape the acrylic
2436811248,2599,500,375,why is the baby swaying left and right while looking at the keyboard,0,4,CW,uncertain what to do,show child something,happy,playing it,enjoying the music
4681488749,659,640,480,why does the man in spectacles speak with a lot of hand gesture throughout the video,4,0,CW,part of the dance routine,holding the microphone,make it more fun,engage the audience,expressive
12719814563,855,640,480,why are there so many people sitting in front of the lady,4,9,CW,to take photograph,oversee them,play music instruments,observing the child,students
9921053695,531,640,360,why did the girl in blue raise up her phone and point it at the two girls drinking from bottle,1,1,CW,slap the lady in blue s butt,filming her,encourage the girl,drinking,wave the other hand
6514888703,2240,640,1138,why did the baby reach his hands to his feet after playing with the owl toy above him,1,5,CW,very excited,stretch,blow dry the toy,show excitement,interested
6036455632,1057,640,362,why did the boy pushed the chair away,1,12,CW,end of conversation,make space,guide baby forward,let the boy balance,turn on the path
4400119620,480,640,360,why does the man wearing specs hold a piece of paper towards the end,2,4,CW,open parachute,was wearing a suit,giving speech,write on board,note down the points
5820901507,604,568,320,why did the man stretched his hands out when the girl is approaching him,2,8,CW,talking to her,to listen to their conversation,get a hug,posing,want food
5452090232,1081,640,360,why does the woman bend towards one side in between,3,4,CW,looking for phone,spinning around,to catch rolling fallen bapple,keep balance,making baby imitate her
2408870922,2697,640,480,why do the people go to the porch when the cats are in the garden,0,1,CW,go nearer to observe,nothing appeals to it at the ledge,curious what inside,attract the cat,cat was nudged to move forward
2635466665,1803,320,240,why did someone open the cupboard above the cat when the cat was near,3,1,CW,snuggle with girl,to catch the laser,yawn,to take something,check out what s inside
3988584418,2697,640,480,why did the boy hold a roll of wrapping paper,4,1,CW,ask for help,wants to wrap a present,script to read from,he wanted one,play with
3805965484,1422,640,480,why do the ladies hold tightly to the float when they are swing side to side in the float,3,0,CW,look for guidance,playing with toy,perform for fun,not fall into water,way of swinging
4242713789,1395,640,480,why are they are staring in front,3,7,CW,restrict access,direct attention,audience,looking at the screen,look at something on the ground
5315162570,2159,640,360,why did the baby smile at the end of the video,2,4,CW,found a toy,no more space to push cart,the man was playing with him,to eat,yawning
5306491665,594,640,480,why does the boy bend down in front of the baby at the beginning,1,1,CW,distracted by something,check whether baby is ok,pick something up,try to balance the toy,take the food
4960783542,1889,640,480,why did the man walk backwards at the start,2,2,CW,reach the summit,adjust position,moving the cardboard backwards,give the girl more space,copy the taller guy
5005615246,624,640,360,why did the old woman put her index finger on her face at the beginning of the video,3,1,CW,hold girl s hand,to wipe her mouth,take pose,scratch forehead,gesture of affection
5826071152,439,640,360,why did the baby hesitate before standing up,2,3,CW,stretch hands to relax,not used to paddle,need to gain balance first,want to rest more,want to take the food
7535060272,628,640,1138,why did the girl walk back towards the bed at the middle,3,4,CW,eager to get treat,take ball from man,dancing,have a rest,to take food
2699732869,1027,320,240,why does baby not get up from the floor,0,4,CW,playing,too young,slippery,somebody kept it there,secured to the chair
8410099621,1490,640,360,why is the baby lying down on the bed,2,0,CW,comfortable,wating for food,resting,playing,play with another baby
5312036289,2158,640,360,why did the lady reach out for the boy near the end,3,5,CW,play with things on floor,pet the dog,cleaning baby,pull baby back,to kiss baby
2997792891,1810,480,360,why is there a collar around the cat s neck,0,0,CW,pet cat,sniffing,fight with dog,angle when being licked,domesticated
7158690609,1989,640,1138,why does the baby move side in between,1,2,CW,man moved it,lie on his side,attracted by the toys,the lady turned the walker,change posture
4589528497,2697,640,480,why does the brown horse wear a red leash on its mouth,4,0,CW,to play with him,interested,domesticated,playing rugby,its collar
3104055504,2360,640,480,why does the hamster come down from the table,1,1,CW,table was blocking them,look for something,entice the cat,eager to eat,pick up the romote controller
5435156153,2106,640,1138,why did the baby look up after touching the adult s shoelaces,1,0,CW,point at man,distracted,turning the pages,caress dog,hands hit by adult
4227107409,1410,640,480,why does the woman keep passing the presents to the boy,1,0,CW,look at the baby,to place them around the house,for the girl to help,wanted to be carried,it comes as a set
3136263720,908,640,480,why is there a christmas tree indoors,0,3,CW,christmas time,separate from humans,birthday cake candles,playing sledding,climb up
5823056008,1080,640,360,why did the man in blue jacket stop and turn back at the end of the video,1,9,CW,to take the picture,to look at lady,to go towards the man,forgot to wear his hat,perform puppet show
5761415508,1369,568,320,why does the cat roll around,2,2,CW,getting her attention,to escape,change playing position,finding food,get tight hold of it
3613146287,1815,640,480,why is the group of people holding down the brown bigger dog,0,1,CW,grooming,obstacle course,playing with dog,train dog,to pat it
8486832796,1107,568,320,why is there a projector on the table,0,0,CW,displaying lyrics of the song,listening to speaker,to feed baby,eat,drink waters
4346954399,790,640,480,why did the man point to the screen when talking to the child,1,3,CW,looking at the path,draw child s attention,check the hair cut,asking something,talking
2408207599,1422,500,375,why did the woman go to the balcony near the end of the video,1,7,CW,ending pose,show the scenery,adjust the camera,finish presentation,playing with toy
3413667541,828,640,480,why did the pig moved to other end,2,3,CW,instruct the boy,check the cleaning parts,find shadow,wave pushed him,stuck in snow
6048665840,679,640,360,why is the lady in the pink shirt sitting at the table clapping while looking at the people dancing,3,5,CW,look for guidance,trying to attract attention,cheering him on,enjoying with the beats of music,dance performance
5352412169,889,640,360,why are the the three men all punching each other,0,1,CW,playing,practicing,to catch him when he falls,fight for food,massaging
4655255240,916,640,360,why did the lady in red holding on to a rope,4,0,CW,yes,dancing,raise a toast,intrigues with the architecture,to belay the climber
3238737531,2303,640,480,why did the boy fall onto the ground at the start,2,1,CW,boy is nascent and learning,snow is slippery,hit himself with the can,he slipped,got hit by the boy
5778842552,1313,640,360,why did the dog jump towards the cat,4,0,CW,snatch its food,hold its ball,to attack cat,high-five with the cat,surprise it
